user_id#merchant_id,prob
77580#1769,0.04
77580#4784,0.04
88486#1701,0.03
24634#697,0.04
32194#1897,0.045
21752#1096,0.01
18063#1031,0.05
14474#441,0.04
97655#658,0.035
10683#144,0.01
60199#844,0.015
6899#3320,0.03
82817#4103,0.01
49488#2522,0.02
54127#722,0.015
53308#2426,0.065
39860#4594,0.045
5178#872,0.01
5178#530,0.01
79622#4103,0.025
58676#1393,0.045
105074#3160,0.03
65682#845,0.02
18701#4594,0.05
18958#3718,0.015
18958#2570,0.05
868#2689,0.02
102127#2773,0.035
102127#4222,0.02
83571#2275,0.025
64183#3965,0.025
103992#501,0.045
98995#1769,0.025
35806#982,0.025
4605#1201,0.04
4605#3811,0.04
28044#3517,0.02
28044#2815,0.015
52313#1155,0.03
47185#3463,0.025
35159#2988,0.035
35159#4022,0.03
103007#1363,0.015
61826#4784,0.015
105201#1811,0.075
105201#4128,0.045
71238#4115,0.04
71238#3574,0.025
17213#2176,0.025
92500#4863,0.025
56982#1046,0.015
53700#547,0.035
73751#2904,0.03
58668#3438,0.055
70465#1564,0.02
95633#604,0.02
19864#2573,0.04
100461#1897,0.565
33258#3333,0.535
33258#458,0.045
95711#3107,0.025
19250#3670,0.03
51492#3067,0.005
51492#3688,0.02
51492#2459,0.02
18577#4656,0.03
65957#1785,0.01
81184#2603,0.005
12081#5,0.01
12081#3540,0.08
25031#3182,0.02
69373#1138,0.555
69373#2179,0.05
17556#2383,0.03
47457#3465,0.06
86822#604,0.03
86822#2450,0.02
49474#4995,0.055
44730#3807,0.045
47070#530,0.025
91285#3559,0.05
80233#1324,0.015
7716#1886,0.065
68188#4430,0.025
94456#780,0.03
54406#144,0.015
41172#4086,0.02
3489#989,0.01
92428#1811,0.045
34056#3517,0.525
47664#3324,0.015
13365#1376,0.04
12706#4696,0.035
68903#1616,0.03
49730#1284,0.02
54193#1907,0.015
57613#3655,0.025
8855#2254,0.055
8855#1586,0.045
8855#3082,0.055
8855#2780,0.05
8855#1250,0.045
8855#1003,0.045
8855#2760,0.055
74490#1838,0.555
74490#965,0.015
61247#1936,0.02
61247#2699,0.535
72549#2004,0.04
72549#4709,0.035
83712#1155,0.02
100281#2821,0.025
56120#688,0.005
4529#23,0.025
64761#3965,0.03
53571#4345,0.035
86073#3572,0.045
48493#2835,0.055
16893#2437,0.025
38958#334,0.005
38958#3854,0.03
33506#2353,0.015
27304#2614,0.015
77687#2459,0.005
77687#1897,0.045
82058#2459,0.045
82058#658,0.545
82058#400,0.045
85977#2080,0.55
105796#3938,0.03
56139#3322,0.02
92180#2275,0.035
65258#3098,0.07
65258#2667,0.025
84383#324,0.02
29720#4899,0.0
96509#3123,0.045
83762#530,0.02
93598#2555,0.025
73045#2234,0.04
53975#3362,0.03
8274#3406,0.03
95533#2069,0.035
73669#2409,0.065
79261#3136,0.555
92442#1363,0.02
53659#118,0.06
19824#3465,0.035
105754#1376,0.015
51333#334,0.055
98991#780,0.02
47753#1700,0.055
7880#2895,0.015
14040#2275,0.045
86173#2761,0.015
32023#1472,0.05
32023#1793,0.065
32023#3614,0.05
9953#1376,0.04
84066#4775,0.01
39862#3828,0.03
63636#4899,0.035
63636#2290,0.035
66928#2667,0.035
2400#1031,0.045
2400#4005,0.045
2400#1245,0.045
100768#3438,0.03
27612#2434,0.01
27612#3036,0.01
94862#4062,0.01
61287#2592,0.015
100176#1046,0.275
100176#2603,0.035
100176#2702,0.025
100176#2789,0.275
51456#320,0.015
97495#4035,0.065
38061#2041,0.02
93888#598,0.025
71953#999,0.04
59266#421,0.025
59266#1811,0.025
29082#4476,0.03
29082#2234,0.025
9364#4345,0.045
77788#2575,0.03
49485#2691,0.01
24689#3057,0.065
23228#2780,0.005
23228#637,0.005
25247#982,0.04
25247#2815,0.04
28150#3540,0.045
90724#3246,0.01
102519#3036,0.035
9309#2829,0.035
49482#3692,0.03
68553#3073,0.03
79285#1284,0.03
57833#3160,0.05
46776#1491,0.02
17319#814,0.005
39654#2480,0.01
39654#3864,0.025
94590#1897,0.02
9145#1886,0.01
64800#4469,0.02
64800#4755,0.04
2200#757,0.56
2200#4061,0.035
6329#3848,0.025
57079#2587,0.015
4642#1959,0.04
1310#3965,0.04
67002#3249,0.04
74864#658,0.03
52095#530,0.015
74749#4103,0.045
65590#4890,0.02
60050#3056,0.02
71559#4476,0.035
67501#2603,0.03
67501#3477,0.05
67501#4246,0.035
14657#2522,0.03
71946#811,0.055
90405#1897,0.04
49560#2298,0.085
91632#4411,0.035
929#814,0.025
51714#357,0.03
35465#1811,0.04
18270#1307,0.025
105388#1793,0.02
68944#4594,0.04
12822#4476,0.03
28012#222,0.515
92347#3056,0.025
19977#4401,0.03
80084#4820,0.04
44796#1661,0.01
40255#1897,0.015
14979#2502,0.02
14979#2234,0.015
738#4013,0.025
98744#3965,0.015
48007#3100,0.01
48007#5,0.03
88812#4053,0.03
103082#2888,0.02
4910#4216,0.04
104365#4227,0.01
22846#1324,0.03
22846#2837,0.045
22846#2972,0.03
65290#3476,0.025
45383#4103,0.035
83708#3297,0.045
7620#2273,0.01
69453#1329,0.52
69453#3800,0.03
105004#2004,0.03
47303#4103,0.535
80064#4466,0.065
60905#4772,0.02
73801#3887,0.025
75126#195,0.035
75126#2324,0.035
63614#3540,0.035
63614#3670,0.02
63614#168,0.05
98069#2681,0.04
98069#1701,0.035
14496#823,0.055
50801#2434,0.015
105934#1408,0.035
105934#1250,0.045
40876#2837,0.035
16910#2780,0.02
16910#4449,0.045
37360#210,0.04
37360#1907,0.04
37360#2233,0.04
30804#2069,0.015
38781#4425,0.06
38781#1360,0.025
52568#3333,0.055
7818#1581,0.525
29414#3855,0.045
47535#702,0.02
92530#4035,0.03
103663#210,0.02
37338#2904,0.02
6975#4859,0.03
64436#4919,0.025
19399#4782,0.02
58314#1504,0.025
60244#2127,0.02
60244#4430,0.035
60244#222,0.06
67802#711,0.04
83835#2522,0.025
90628#652,0.035
3104#2770,0.02
46192#421,0.05
27624#1243,0.01
24935#4696,0.045
48544#1043,0.06
48544#168,0.05
36370#1531,0.02
353#2522,0.035
77938#814,0.055
77938#4919,0.055
77938#65,0.055
31191#3470,0.045
31191#1250,0.065
31191#106,0.02
12714#1793,0.04
5793#1003,0.045
5793#3230,0.02
86736#348,0.03
77279#1376,0.01
72930#1827,0.03
15968#2811,0.005
56768#4103,0.04
88053#4073,0.03
43050#2796,0.07
43050#1812,0.025
61369#1264,0.545
15857#3094,0.04
98005#1020,0.015
98005#1245,0.015
101295#3203,0.035
87128#1469,0.055
87128#4982,0.04
87128#997,0.035
94486#1245,0.02
60989#3470,0.02
89534#5,0.035
103928#156,0.59
31864#4870,0.035
44391#833,0.55
62935#1313,0.045
92477#4103,0.025
74381#1811,0.025
97274#3456,0.065
50299#4544,0.01
92194#2758,0.005
10088#2642,0.0
57960#3464,0.03
57960#1025,0.535
64135#1884,0.535
84624#3143,0.025
6832#2593,0.055
95832#4995,0.02
95832#2409,0.05
71510#2480,0.025
34655#1299,0.055
16557#4956,0.01
37561#4875,0.035
69020#4072,0.015
12707#276,0.02
11583#3608,0.04
77420#1542,0.065
30046#3962,0.025
30046#2904,0.005
66776#4863,0.015
70050#4096,0.01
103990#1897,0.02
26155#3171,0.015
27451#2213,0.03
82924#1897,0.035
71873#252,0.55
71873#4103,0.035
71873#168,0.565
84987#3524,0.02
84987#2461,0.025
23888#4086,0.03
23888#2409,0.055
23888#2004,0.03
12302#2422,0.005
177#5,0.53
37315#2670,0.02
99244#2615,0.54
67015#4633,0.035
104362#4081,0.02
22017#3566,0.03
49015#229,0.04
30492#604,0.005
31630#2591,0.015
61117#4942,0.02
63900#3327,0.015
56171#823,0.015
17669#1473,0.02
68078#3326,0.03
82182#3685,0.02
44844#3572,0.02
47768#3670,0.01
82525#3692,0.06
82525#2990,0.035
94069#4156,0.025
94069#144,0.015
15474#4218,0.04
15474#3591,0.04
69552#2615,0.045
51588#3278,0.53
30948#471,0.035
48694#1360,0.045
4115#4995,0.055
18597#2385,0.02
78623#4779,0.03
9262#905,0.035
11312#2176,0.025
31873#2548,0.03
3650#4335,0.01
18799#129,0.04
18799#4306,0.05
80477#458,0.55
26798#3101,0.025
7724#716,0.03
7724#1284,0.03
38855#1133,0.04
72481#4103,0.03
28752#1988,0.015
32437#956,0.02
105737#2018,0.03
105737#1564,0.005
3626#1581,0.04
82405#3457,0.03
98980#4425,0.005
13400#4218,0.015
17454#1176,0.005
17454#4128,0.27
69782#4730,0.515
69782#4784,0.02
578#3807,0.01
36102#1250,0.025
6018#1651,0.035
96468#833,0.045
101067#715,0.045
66976#1155,0.07
84638#307,0.025
57676#4854,0.01
623#1243,0.015
28060#1391,0.035
6824#1935,0.03
61276#4425,0.08
61276#2501,0.025
104689#3123,0.015
6402#3994,0.015
29615#3285,0.52
15532#2083,0.03
764#1811,0.07
16477#4022,0.04
20154#3887,0.04
102494#1619,0.015
102494#602,0.02
74939#3878,0.05
74939#75,0.055
77000#94,0.025
88612#2533,0.0
67621#413,0.035
81404#3339,0.025
3179#1245,0.025
23678#4491,0.035
5639#3939,0.03
5639#2809,0.06
29041#4138,0.015
92125#3327,0.03
80408#4377,0.015
98229#4784,0.02
98229#3559,0.02
93223#4631,0.01
90177#3587,0.02
105435#2405,0.535
96844#711,0.02
36379#4476,0.025
34964#3351,0.03
44431#4942,0.025
44431#1031,0.025
72494#266,0.04
59770#3160,0.53
10752#1886,0.02
23030#3471,0.025
60165#3587,0.025
61726#962,0.02
28223#4476,0.035
53067#3555,0.035
39704#3845,0.08
39704#658,0.07
39704#4345,0.035
49551#2234,0.03
68143#3854,0.025
44144#3807,0.065
10076#1250,0.01
55252#3362,0.03
16884#2422,0.04
101464#2409,0.025
81055#4326,0.05
60791#1046,0.02
45459#3084,0.035
93643#4103,0.035
45800#1785,0.02
45890#1185,0.54
45890#3807,0.02
95161#4428,0.055
8253#3082,0.015
8253#3464,0.015
8253#3478,0.03
47319#335,0.01
77048#2220,0.545
76527#2459,0.015
10756#1815,0.005
10756#4598,0.025
68076#4072,0.065
68076#4061,0.045
29688#501,0.02
39286#4851,0.02
96523#750,0.015
96523#4345,0.02
102756#3056,0.03
69880#510,0.02
42342#2480,0.54
60668#351,0.02
60668#1119,0.02
105001#294,0.025
33474#2618,0.02
63047#3246,0.015
99650#2459,0.02
102812#4584,0.01
18300#2041,0.03
102479#380,0.0
55579#4280,0.04
55579#3042,0.045
55579#757,0.05
55579#4000,0.045
55579#1504,0.03
55579#4020,0.03
73326#2407,0.005
71718#4531,0.055
26770#2459,0.045
26770#4103,0.02
12374#2614,0.025
54030#3182,0.05
54030#3555,0.025
82#4345,0.035
14077#820,0.045
14077#1445,0.03
49578#4469,0.025
71521#1307,0.025
16915#1907,0.09
79818#4995,0.05
70147#602,0.035
80641#3393,0.015
7523#4531,0.02
52464#4677,0.05
75593#4314,0.025
5510#3790,0.05
69947#4005,0.02
26508#914,0.035
26508#2420,0.03
69182#595,0.045
86933#4103,0.035
65709#1250,0.035
37269#1740,0.03
32132#2806,0.025
32132#2102,0.03
25960#636,0.535
25960#2487,0.03
55963#3476,0.03
71881#4941,0.02
95940#2454,0.555
4792#3879,0.02
50920#2575,0.02
50920#814,0.02
53219#4305,0.03
88058#294,0.03
88058#4103,0.055
25913#1587,0.01
28121#3286,0.01
11835#2548,0.015
61682#872,0.025
74288#4435,0.03
74288#561,0.015
30753#3100,0.015
101147#4035,0.035
101147#3228,0.035
101147#1505,0.02
70334#294,0.035
83010#3670,0.06
91231#276,0.01
40965#1648,0.025
35743#289,0.04
8298#652,0.03
102491#4067,0.02
25605#3080,0.0
97951#2459,0.055
55970#4947,0.025
9180#3326,0.54
17477#4103,0.035
9246#2988,0.025
25727#4210,0.015
25727#2127,0.015
25727#4982,0.04
38753#480,0.03
62228#4873,0.02
41266#3818,0.03
33156#4780,0.01
78183#3803,0.54
56928#3246,0.015
3296#4868,0.04
3296#2234,0.54
41349#3042,0.025
97261#1740,0.005
97261#3797,0.015
80121#2980,0.02
3322#4425,0.045
28685#28,0.015
61567#4103,0.02
61567#1886,0.035
61567#750,0.025
22868#1753,0.025
22868#3321,0.01
104749#1363,0.02
89711#2980,0.055
59895#1769,0.035
13609#1318,0.04
13609#4103,0.04
92203#1155,0.025
70261#1581,0.03
11221#974,0.01
79806#4086,0.01
45761#2757,0.055
23426#2196,0.045
23426#2883,0.05
1227#4090,0.025
96482#1886,0.01
21812#4103,0.53
62879#1951,0.025
84456#20,0.03
4092#2171,0.015
62773#1340,0.02
50309#2175,0.06
74138#2141,0.03
90689#4685,0.025
61843#2054,0.01
80204#3965,0.02
3864#1307,0.035
47362#210,0.015
43633#4103,0.035
57751#3160,0.08
23591#962,0.03
23591#4335,0.03
103195#2171,0.025
75790#3042,0.065
75790#4072,0.03
80054#4688,0.025
35119#4216,0.03
35119#845,0.02
7667#2915,0.02
75254#3807,0.015
75254#1112,0.015
75254#833,0.015
52937#1369,0.025
43636#974,0.015
82999#4683,0.015
82999#2405,0.025
101887#3580,0.015
94465#4876,0.045
41729#1243,0.01
41729#1629,0.035
45807#1376,0.0
45807#3381,0.01
50940#2685,0.01
50940#2729,0.02
17174#1897,0.025
22611#3173,0.01
60993#2513,0.035
43756#1189,0.015
64888#1396,0.025
26730#4784,0.03
81112#4290,0.025
67647#399,0.04
97812#3540,0.065
25989#3464,0.02
25989#604,0.055
25989#3854,0.02
55368#3438,0.04
89801#4072,0.01
23219#1376,0.02
60749#3438,0.005
10972#833,0.045
61647#2582,0.04
31599#3465,0.02
66876#2883,0.025
66876#4328,0.06
10771#2904,0.01
10771#4688,0.01
64860#626,0.02
54150#139,0.035
36205#526,0.035
86844#4870,0.02
22295#2829,0.285
64085#716,0.02
77187#4594,0.085
77187#2829,0.03
55715#3800,0.07
55715#4449,0.07
91487#397,0.06
376#2915,0.14
59804#1581,0.015
56026#3042,0.015
60571#3465,0.025
61885#991,0.015
92890#294,0.035
77164#2867,0.015
40249#3381,0.035
1762#1982,0.05
42426#2459,0.05
92610#4618,0.045
62680#2502,0.03
17463#1971,0.005
37532#1117,0.51
34444#276,0.535
34444#1811,0.025
17533#351,0.025
48053#3246,0.02
55392#2999,0.04
95039#2643,0.025
32754#2175,0.055
37402#4072,0.065
37402#449,0.07
12800#1189,0.02
29719#2618,0.02
43024#4430,0.02
15838#1324,0.025
3459#2603,0.51
95855#4449,0.045
27547#2603,0.515
90420#2831,0.03
66346#1753,0.005
35525#3807,0.55
41176#521,0.045
10777#2901,0.035
67999#982,0.04
16257#3965,0.02
54091#4787,0.04
6247#4579,0.045
59031#2309,0.025
11039#4072,0.03
46770#1358,0.02
52565#1886,0.03
1083#3160,0.035
1083#4836,0.015
67579#811,0.035
90511#4472,0.045
20348#3854,0.015
74015#2480,0.03
39700#4192,0.025
39700#4817,0.01
66362#4836,0.015
29136#3762,0.04
96489#1046,0.02
24574#3871,0.535
26019#1176,0.015
33760#4594,0.03
33760#939,0.015
33760#403,0.015
81529#2279,0.045
8869#1872,0.015
94508#3100,0.01
81998#1020,0.03
81998#637,0.02
30039#2737,0.03
24912#991,0.03
97058#4308,0.015
5646#3685,0.025
1190#4004,0.0
204#3381,0.03
2150#1838,0.01
44686#3516,0.02
58127#3101,0.015
58127#4553,0.03
97909#31,0.02
11934#174,0.045
6577#348,0.015
57418#156,0.01
17421#2147,0.06
7878#2454,0.54
89485#4349,0.02
16463#658,0.015
29230#3807,0.015
20087#4883,0.035
10746#2867,0.015
10746#4787,0.03
57721#1875,0.04
15448#1650,0.01
958#939,0.545
11500#1145,0.02
11500#1307,0.03
98915#1811,0.03
50038#2184,0.025
85495#2068,0.02
60859#1811,0.01
42228#596,0.015
100875#3965,0.015
103436#4210,0.02
103436#604,0.02
11072#4192,0.025
103714#4772,0.03
80238#3101,0.045
99784#4345,0.55
95347#3317,0.025
3843#2399,0.02
7142#3892,0.035
59438#1581,0.01
59438#4072,0.015
59438#2497,0.01
1324#30,0.02
15586#4634,0.03
15586#2805,0.53
86232#4153,0.04
86232#1245,0.035
52305#579,0.015
104556#3080,0.025
100479#1558,0.05
20634#44,0.02
29019#4863,0.04
29019#3160,0.03
29019#521,0.035
18517#2459,0.04
18517#299,0.545
38988#2275,0.015
12717#4072,0.02
2714#4103,0.05
14869#4025,0.015
73125#637,0.025
67252#2175,0.05
75429#3517,0.015
42773#1738,0.045
95534#3569,0.035
649#3958,0.04
59817#2522,0.02
59817#1376,0.04
86429#4569,0.09
86429#4133,0.035
17667#2480,0.01
17667#2770,0.05
55432#1342,0.04
39958#4095,0.025
27476#1994,0.025
27476#3264,0.55
102712#2480,0.04
57247#2353,0.525
57247#1307,0.025
47965#2667,0.015
92876#1180,0.03
72266#3168,0.04
13704#586,0.015
45369#281,0.035
6298#2459,0.555
32312#179,0.02
43235#2437,0.03
74605#2761,0.035
47490#1633,0.035
28390#2436,0.015
28390#3246,0.015
23899#794,0.055
23899#3962,0.025
23899#4218,0.02
23899#4656,0.02
23899#2815,0.025
28387#2904,0.01
28387#3901,0.01
51741#31,0.015
82155#2759,0.005
4395#3228,0.03
3917#2883,0.02
42346#72,0.025
104693#3864,0.045
49248#3997,0.01
49248#1978,0.035
29846#3818,0.545
82393#3868,0.02
61372#833,0.015
50210#3470,0.03
36306#2279,0.535
36306#1907,0.025
103550#1665,0.02
23427#1488,0.025
68125#4476,0.56
24970#2426,0.04
43672#679,0.53
88375#3355,0.03
65033#2842,0.53
44838#2979,0.025
45842#758,0.575
33619#1447,0.04
56030#2615,0.01
18325#1472,0.05
52112#1021,0.02
27192#2815,0.065
74339#1255,0.04
29186#3999,0.03
29186#44,0.035
41310#3465,0.02
12243#2422,0.025
2666#1360,0.03
17776#2083,0.05
44128#2234,0.035
28370#4483,0.025
41505#3734,0.035
7338#848,0.045
51632#4210,0.01
48550#4335,0.04
43696#4673,0.015
43696#2591,0.04
74252#72,0.03
39699#3596,0.05
38093#2548,0.035
77558#4103,0.035
66917#974,0.02
66917#2591,0.06
81376#3807,0.085
6308#2389,0.09
8385#3685,0.03
2072#872,0.03
2072#251,0.03
11081#4210,0.03
48831#1510,0.06
48831#3498,0.025
48831#4103,0.535
49391#1822,0.03
49391#2147,0.03
29771#1183,0.015
69862#1091,0.025
69862#1324,0.025
104452#4335,0.055
83901#3762,0.015
83901#814,0.015
83901#2904,0.01
36647#3968,0.035
62151#2356,0.54
98407#3080,0.025
98407#4701,0.02
98407#1384,0.03
25136#2150,0.035
67630#2328,0.03
92495#1155,0.05
98926#2480,0.015
21400#2552,0.03
76403#3160,0.02
65336#4688,0.015
60378#2884,0.02
20416#168,0.025
96457#2004,0.045
96457#2353,0.045
90868#878,0.035
86085#2591,0.59
86085#2815,0.03
86085#3715,0.025
85806#4430,0.02
12614#2077,0.01
12614#2829,0.02
49351#872,0.03
33624#3285,0.025
85984#1958,0.575
91077#1650,0.03
29493#4820,0.025
18476#4685,0.01
88779#2937,0.025
32750#3101,0.03
60948#3458,0.04
54841#1701,0.035
100259#2041,0.02
100259#3811,0.02
74070#4005,0.04
61304#320,0.035
38592#3471,0.03
97514#4192,0.015
36261#4175,0.06
43484#3027,0.03
101122#3772,0.02
86997#3464,0.025
85450#2603,0.02
66487#2615,0.035
66487#592,0.015
66686#1324,0.02
80060#318,0.02
98787#4634,0.02
18005#4531,0.005
55243#3838,0.045
40257#2236,0.03
78535#823,0.52
79760#1374,0.04
93940#4124,0.035
84356#2743,0.02
84356#4863,0.055
87083#3168,0.035
87083#1701,0.055
104687#4086,0.035
98047#2480,0.06
98047#1811,0.06
64959#3568,0.035
5591#750,0.035
5591#3968,0.025
16255#3464,0.03
21230#637,0.025
7286#3689,0.04
7286#4072,0.045
38616#2545,0.05
21177#4381,0.02
21177#1907,0.015
84661#2829,0.01
84661#750,0.03
15161#2694,0.03
66208#3286,0.03
6450#400,0.05
13461#4873,0.03
82339#2642,0.02
11950#4784,0.015
29857#4103,0.045
20580#4067,0.01
77371#3958,0.045
67573#4688,0.01
50257#1811,0.01
3451#4365,0.04
1881#3925,0.535
12040#2883,0.035
12040#1811,0.05
7820#2463,0.04
11809#397,0.545
34115#501,0.02
41243#3395,0.01
89313#845,0.025
83265#3071,0.075
85075#2757,0.02
85075#4072,0.055
85075#2533,0.045
61282#1472,0.02
86014#1701,0.05
50225#2127,0.035
63376#4982,0.01
51660#2988,0.525
100352#362,0.04
64044#4939,0.035
64044#844,0.025
1966#1020,0.015
81415#2667,0.065
71248#2182,0.045
86323#4716,0.045
31866#2171,0.07
26607#1358,0.025
31272#5,0.025
32084#3218,0.015
43637#4411,0.525
81962#4628,0.055
27062#138,0.03
98088#2487,0.035
98088#2379,0.03
98088#3218,0.03
98088#199,0.03
101852#2224,0.025
101852#199,0.04
101852#2614,0.535
60585#1324,0.02
60585#2883,0.015
40714#922,0.04
30823#1473,0.04
30823#3835,0.025
58044#1021,0.02
62134#2842,0.02
88705#4210,0.545
88705#501,0.045
101899#833,0.04
99270#3772,0.04
66443#1155,0.005
78785#1287,0.025
52335#2667,0.015
77565#1282,0.02
86270#5,0.05
35522#501,0.035
42394#2821,0.015
71808#3362,0.025
98106#3036,0.065
103293#4963,0.01
9935#2702,0.025
82806#2867,0.035
68567#2815,0.055
24825#3645,0.055
37373#2915,0.06
18251#144,0.035
36927#144,0.015
36927#3249,0.51
76011#521,0.05
16413#1815,0.02
81663#1235,0.02
31870#1174,0.01
48691#4043,0.025
36029#3135,0.025
36911#4859,0.56
78983#811,0.03
78983#1886,0.04
78983#3965,0.03
94715#3670,0.005
102851#3901,0.04
85812#716,0.03
44101#2979,0.025
44101#4982,0.075
44101#4667,0.025
14863#4881,0.015
63999#2353,0.055
63999#3854,0.03
16398#78,0.025
67975#3160,0.035
13020#4822,0.03
52276#2925,0.04
46422#501,0.07
52893#4103,0.01
102545#4061,0.03
102545#3759,0.035
59688#3765,0.025
59688#2815,0.035
67197#4314,0.02
45066#4081,0.06
27115#811,0.065
5060#4476,0.055
71350#2234,0.055
20267#2901,0.035
21904#965,0.055
54178#3470,0.025
54569#3807,0.01
30654#1579,0.01
104902#3362,0.005
91189#270,0.015
91301#1824,0.045
68094#491,0.045
45138#2513,0.015
21885#3807,0.025
63175#78,0.02
52425#3464,0.015
65675#371,0.035
42470#3246,0.015
42470#3854,0.02
42470#3921,0.025
72427#2041,0.03
72427#1180,0.035
72427#4103,0.075
72427#3848,0.04
72427#741,0.03
49532#596,0.04
59515#3692,0.05
32624#452,0.03
7198#168,0.59
94412#4701,0.035
23350#1472,0.07
58179#851,0.05
58179#4000,0.05
58179#4982,0.05
58179#2083,0.05
90376#3249,0.04
46372#716,0.04
63485#3752,0.025
63485#1445,0.065
44840#5,0.265
44840#276,0.03
44840#270,0.265
44840#1897,0.02
91604#264,0.05
50735#1189,0.025
73352#4430,0.005
16181#1581,0.02
95333#4707,0.015
40545#4531,0.015
96399#2176,0.015
79263#2275,0.035
79263#2480,0.035
79263#1284,0.035
6253#4692,0.04
66145#2541,0.045
66145#2598,0.05
66145#1091,0.015
43337#2454,0.025
102924#28,0.03
100#4965,0.01
96829#1976,0.03
35201#2459,0.065
14920#2980,0.025
28011#195,0.02
28011#4982,0.03
36885#1243,0.055
77647#3854,0.035
77647#1309,0.04
4018#1064,0.03
277#965,0.03
277#3251,0.025
6998#1369,0.565
9082#2343,0.04
101309#1382,0.055
101309#325,0.025
58343#1472,0.05
655#2603,0.06
49315#1753,0.03
15357#3761,0.015
102169#872,0.02
102169#814,0.03
101922#851,0.025
23785#530,0.015
77425#4988,0.04
77425#2262,0.595
94848#4755,0.02
97726#2502,0.02
62842#1250,0.045
62842#4011,0.065
23781#4594,0.015
48222#3323,0.03
48063#3546,0.015
76686#2736,0.03
28852#814,0.57
32452#2780,0.02
85086#2171,0.035
85086#2603,0.04
94247#2449,0.025
104531#2806,0.015
104531#361,0.02
53206#844,0.045
68504#2676,0.035
68504#3355,0.03
101078#634,0.095
101078#3470,0.045
95882#156,0.075
102505#2904,0.015
64780#2141,0.015
62169#3965,0.04
90067#2480,0.545
84440#4594,0.035
84440#3525,0.035
84440#3572,0.045
57472#2831,0.055
90279#1324,0.01
28234#1091,0.02
28234#289,0.02
104862#2445,0.03
16071#3323,0.535
16071#31,0.03
16071#3345,0.02
27088#2000,0.54
55142#3172,0.02
57465#4863,0.025
62279#2815,0.04
62279#2353,0.03
5220#637,0.03
93319#1897,0.02
17928#1376,0.05
66070#2835,0.04
45774#2383,0.02
9284#82,0.01
52217#255,0.04
33769#1189,0.035
6357#2356,0.53
46825#199,0.015
91635#2626,0.06
87791#3438,0.525
95449#2234,0.03
34502#2805,0.01
37281#851,0.01
72841#346,0.02
19737#1708,0.025
11280#2426,0.535
91914#4515,0.04
95946#4995,0.035
67633#3485,0.035
89255#1657,0.29
89255#3854,0.29
49308#3928,0.525
80224#604,0.02
2925#1026,0.02
101203#2459,0.05
80216#1755,0.015
49702#1477,0.01
83348#4398,0.03
11125#1581,0.025
101112#4531,0.045
26742#4836,0.03
67208#210,0.01
57942#3098,0.201666666667
96462#2904,0.03
81032#4780,0.03
81032#2548,0.03
24173#3331,0.04
24173#4103,0.065
89188#4863,0.03
58446#2224,0.025
58446#1526,0.02
10154#4492,0.56
60296#1031,0.065
60957#872,0.515
60840#3360,0.025
99348#823,0.0
9930#1250,0.04
14747#2262,0.02
103043#1973,0.02
77762#1688,0.025
19394#3321,0.01
59902#3382,0.01
96010#1996,0.04
19722#750,0.025
5282#1391,0.045
97708#2171,0.01
532#678,0.03
75355#2889,0.035
75355#2422,0.035
49517#850,0.025
30728#3999,0.015
30728#1599,0.03
100761#1209,0.05
48671#1738,0.015
88916#3772,0.035
82834#2910,0.025
87809#579,0.035
41249#3688,0.025
55216#3939,0.02
3565#4081,0.015
25984#866,0.02
104940#2680,0.01
89163#1632,0.025
95191#1360,0.05
45273#1284,0.08
48265#2356,0.57
44848#4531,0.06
44848#4491,0.06
85392#2192,0.015
27926#1701,0.04
63185#2459,0.57
68645#139,0.025
68645#1046,0.01
64338#3327,0.01
28818#1055,0.045
45778#4774,0.06
29505#1891,0.02
77917#291,0.015
37750#2459,0.025
5557#4103,0.04
50828#4863,0.02
8091#2127,0.03
2382#2060,0.02
2382#2642,0.035
29240#1229,0.01
48443#4182,0.03
36748#4381,0.035
28698#3517,0.025
75206#2883,0.035
75206#3864,0.02
72739#845,0.055
72739#3249,0.035
100152#3670,0.02
47607#2548,0.26
62771#1196,0.025
36755#864,0.01
15320#1824,0.04
55830#3218,0.03
79157#3811,0.02
79157#4335,0.025
24703#2829,0.04
24703#1811,0.02
60858#1897,0.08
27369#2211,0.03
27369#845,0.015
91358#2018,0.045
73694#2422,0.005
25268#1827,0.015
32807#4835,0.01
26669#415,0.02
83061#1936,0.05
5341#3671,0.04
13670#1021,0.025
13670#1785,0.025
57319#1243,0.015
10039#4958,0.02
45955#2729,0.015
97247#962,0.015
45406#1340,0.04
6804#4133,0.02
101427#2171,0.02
59043#1769,0.015
78823#3818,0.02
78823#4777,0.02
17275#2230,0.535
31365#4562,0.03
31365#80,0.03
5841#2904,0.03
94446#2792,0.03
94446#4779,0.025
94446#501,0.025
49699#951,0.01
49699#4995,0.045
64775#1335,0.02
57800#2192,0.055
57800#1059,0.035
57800#2829,0.055
40393#3566,0.015
29562#716,0.025
21663#2806,0.005
63655#901,0.525
77612#3807,0.015
40666#121,0.03
40666#2409,0.04
80751#3928,0.03
72780#4926,0.01
72780#3331,0.01
48278#3438,0.03
32294#1857,0.025
96909#3067,0.015
89657#4104,0.015
21480#1073,0.055
20371#3716,0.035
96154#1488,0.045
98849#2459,0.015
105910#814,0.53
27410#1636,0.035
27410#348,0.025
74926#4365,0.035
103204#626,0.05
20503#939,0.01
44662#1576,0.015
